stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
43.419183,,-80.474801,3026,,,,Kingswood / Selkirk,0,
43.46958,,-80.543957,2517_merged_99830200,,,,U.W. -  Biology 2,0,
43.448916,,-80.444425,place_SPM,,,,Stanley Park Mall,1,
43.450039,,-80.440311,2380_merged_99830268,,,,65 Holborn Dr,0,
43.394076,,-80.466448,3558,,place_HHS,,Huron Heights S.S.,0,
43.393268,,-80.334656,3877_merged_99830226,,,,954 Bishop St,0,
43.431487,,-80.479562,2910,,,,Ottawa / Hoffman,0,
43.434321,,-80.479069,2911,,,,Mill / Ottawa,0,
43.435212,,-80.483052,2912,,,,Mill / Borden,0,
43.435836,,-80.485654,2913,,,,Mill / Heiman,0,
43.437067,,-80.48699,2914,,,,Mill / Stirling,0,
43.440981,,-80.484375,2915,,,,Stirling / Courtland,0,
43.443343,,-80.47909,2916,,,,Stirling / Charles,0,
43.443559,,-80.478891,2917,,,,Stirling / Charles,0,
43.402548,,-80.462397,1793,,,,Trillium / Adam Ferrie,0,
43.445063,,-80.480941,2919,,,,Charles / Cameron,0,
43.3992,,-80.458858,1791,,,,Trillium / Groff,0,
43.398732,,-80.460752,1790,,,,End Of Groff Place,0,
43.399996,,-80.473262,1796,,,,Trillium / Mcbrine,0,
43.401029,,-80.468647,1795,,,,Trillium / Strasburg,0,
43.40172,,-80.466245,1794,,,,Trillium / Shoemaker,0,
43.381375,,-80.319688,1476_merged_99830110,,,,167 Hespeler Rd.,0,
43.422145,,-80.478617,3024,,,,Kingswood / Alpine,0,
43.398568,,-80.324806,1478_merged_99830111,,,,499 Hespeler Rd.,0,
43.435069,,-80.51623,3176_merged_99830335,,,,Highland / Highland Cr,0,
43.447185,,-80.442154,1069,,,,River / Conway,0,
43.445866,,-80.441338,1068,,,,River / Bradley,0,
43.399047,,-80.482149,1798_merged_99830296,,,,830 Trillium Dr,0,
43.412297,,-80.537841,3323_merged_99830203,,,,Driftwood / Driftwood Pk,0,
43.448874,,-80.426888,1061,,,,Oldfield / Springmount,0,
43.450771,,-80.429873,1060,,,,Oldfield / Drumoak,0,
43.44894,,-80.429198,1063,,,,Edenbridge / Charleston,0,
43.449797,,-80.424073,1062,,,,Oldfield / Lackner,0,
43.448082,,-80.435905,1065,,,,Edenbridge / Old Chicopee,0,
43.448691,,-80.433378,1064,,,,Edenbridge / Darlington,0,
43.444762,,-80.440162,1067,,,,Kenora / River,0,
43.445788,,-80.438274,1066,,,,Kenora / Wayne,0,
43.422828,,-80.480279,3023,,,,Kingswood / Appalachian,0,
43.450966,,-80.443899,1669,,,,Ottawa / River,0,
43.448931,,-80.443844,1668,,place_SPM,,Stanley Park Mall Terminal,0,
43.448905,,-80.444079,1667,,place_SPM,,Stanley Park Mall Terminal,0,
43.444357,,-80.440067,1666,,,,River / Kenora,0,
43.443109,,-80.438991,1665,,,,River / Rennie,0,
43.439118,,-80.433072,1664,,,,River / Old Chicopee,0,
43.436882,,-80.43072,1663,,,,River / Kinzie,0,
43.434917,,-80.428515,1662,,,,River / Fairway,0,
43.422806,,-80.443045,1661,,,,Kingsway / Wilson,0,
43.429697,,-80.430825,1660,,,,Morgan / Fairway,0,
43.451738,,-80.485705,1087,,,,Frederick / Weber,0,
43.452399,,-80.484438,1086,,,,Frederick / Irvin,0,
43.453506,,-80.482377,1085,,,,Frederick / Lancaster,0,
43.454783,,-80.479894,1084,,,,Frederick / Gordon,0,
43.463615,,-80.509811,1083,,,,Union / Devitt,0,
43.456523,,-80.476616,1082,,,,Frederick / Filbert,0,
43.459366,,-80.47009,1081,,,,Frederick / Ann,0,
43.458514,,-80.472755,1080,,,,Frederick / Edna,0,
43.423447,,-80.458519,2740_merged_99830119,,,,Vanier / Vanier Pk.,0,
43.448527,,-80.488315,1089,,,,Benton / Charles,0,
43.449909,,-80.487401,1088,,,,Frederick / King,0,
43.430272,,-80.525213,3140,,place_HHM,,Highland Hills Mall Terminal,0,
43.432734,,-80.526083,3141,,,,Fischer-Hallman / Highland,0,
43.436544,,-80.528537,3142,,,,Victoria / Fischer-Hallman,0,
43.436843,,-80.529202,3143,,,,Fischer-Hallman / Victoria,0,
43.439462,,-80.535435,3144,,,,Fischer-Hallman / Stoke,0,
43.444402,,-80.545691,3146,,,,Fischer-Hallman / University,0,
43.35572,,-80.301551,1526,,,,Concession / Scrimger,0,
43.476849,,-80.43377,3148,,,,Shirley / Cedarview,0,
43.457871,,-80.554465,3149,,,,Keats Way / Midwood,0,
43.48259,,-80.506762,2826,,,,Lincoln / Bluevale,0,
43.479748,,-80.507527,2827,,,,Lincoln / Mayfield,0,
43.493241,,-80.504449,2821,,,,Lee / Dunvegan,0,
43.392519,,-80.453361,1821_merged_99830073,,,,Black Walnut Place,0,
43.412406,,-80.549364,3386,,,,Golden Meadow / Yellow Birch,0,
43.411309,,-80.545259,3387,,,,Yellow Birch / Stonehenge,0,
43.415685,,-80.547499,3384,,,,Highview / Sugar Maple,0,
43.415522,,-80.549699,3385,,,,Highview / Old Maple,0,
43.427447,,-80.530165,3382,,,,Westheights / Blackwell,0,
43.42672,,-80.528675,3383,,,,Queens / Elm Ridge,0,
43.426209,,-80.540317,3380,,,,Path To Bankside,0,
43.428991,,-80.531265,3381,,,,Westheights / Highland,0,
43.413196,,-80.539699,3388,,,,Yellow Birch / Driftwood,0,
43.43629,,-80.513242,3389,,,,Highland / Westmount,0,
43.404164,,-80.327065,1459_merged_99830240,,,,588 Hespeler Rd,0,
43.390747,,-80.363206,1409,,,,Rose / Westminster,0,
43.3893,,-80.360381,1408,,,,Rose / Lowther,0,
43.394144,,-80.433763,place_PPZ,,,,Pioneer Plaza,1,
43.389571,,-80.351019,1403,,,,Hamilton / Montrose,0,
43.38844,,-80.348439,1402,,,,Bishop / Hamilton,0,
43.390751,,-80.346339,1401,,,,Bishop / Duke,0,
43.389513,,-80.342402,1400,,,,Concession / Grand Valley,0,
43.388475,,-80.357735,1407,,,,Homuth / Frederick,0,
43.388775,,-80.355176,1406,,,,Homuth / Bernhardt,0,
43.390103,,-80.354286,1405,,,,Beck / Hamilton,0,
43.39061,,-80.353132,1404,,,,Hamilton / Union,0,
43.402038,,-80.319259,1339,,,,Conestoga / Sheldon,0,
43.403142,,-80.315678,1338,,,,Sheldon / Corydon,0,
43.407295,,-80.301132,1335,,,,Sheldon / Balmoral,0,
43.497963,,-80.503235,1334,,,,Bridge / Lexington,0,
43.403203,,-80.312404,1337,,,,Sheldon / Wolseley,0,
43.406191,,-80.307653,1336,,,,Sheldon / Franklin,0,
43.413704,,-80.29487,1331,,,,Pinebush / Fleming,0,
43.408785,,-80.293074,1333,,,,Fleming / Sheldon,0,
43.410003,,-80.293467,1332,,,,Fleming / Thompson,0,
43.448975,,-80.492068,2560_merged_99830116,,place_CST,,Charles St. Terminal,0,
43.412242,,-80.537631,3372_merged_99830320,,,,Driftwood / Driftwood Pk,0,
43.430958,,-80.527951,3201,,,,Highland / Highland Hills Mall,0,
43.421756,,-80.513025,3092,,,,Greenbrook / Ruskview,0,
43.420893,,-80.515428,3093,,,,Greenbrook / Fischer-Hallman,0,
43.424992,,-80.511714,3090,,,,Stonybrook / Greenbrook,0,
43.424015,,-80.512673,3091,,,,Greenbrook / Birchcliff,0,
43.367988,,-80.283291,1533,,,,Dobbie / Savage,0,
43.428205,,-80.507068,3097,,,,Greenbrook / Westmount,0,
43.421035,,-80.51502,3094,,,,Greenbrook / Ruskview,0,
43.42405,,-80.512525,3095,,,,Greenbrook / Birchcliff,0,
43.431798,,-80.305817,1249,,,,Cooper / Lewis,0,
43.430491,,-80.301248,1248,,,,Cooper / Ontario,0,
43.428528,,-80.502679,3098,,,,Greenbrook / Forest Hill,0,
43.428891,,-80.499118,3099,,,,Greenbrook / Lakeside,0,
43.375728,,-80.297149,1539,,,,Franklin / Athlone,0,
43.371443,,-80.294347,1538,,,,Clyde / Franklin,0,
43.441699,,-80.53863,3267,,,,Westwood / Dayman,0,
43.397276,,-80.377943,1633,,,,Preston / Parkview,0,
43.440661,,-80.52706,3125,,,,Victoria Hills Plaza,0,
43.391018,,-80.428051,1828_merged_99830069,,,,Old Carriage/Homer Watson,0,
43.416324,,-80.542825,3330_merged_99830239,,,,Highview / Highview Pl,0,
43.355454,,-80.314017,1523,,,,Ainslie / Walnut,0,
43.397452,,-80.32488,1427_merged_99830160,,,,480 Hespeler Rd.,0,
43.475009,,-80.545981,3898,,,,Columbia / U.W.,0,
43.474462,,-80.546591,3899,,,,Columbia / U.W.,0,
43.39922,,-80.376182,1634,,,,Preston / Linden,0,
43.431308,,-80.52544,3892,,,,Fischer-Hallman / Highland,0,
43.413549,,-80.507915,3893,,,,Fischer-Hallman / Activa,0,
43.467368,,-80.565646,3890,,,,Fischer-Hallman / Columbia,0,
43.431587,,-80.525376,3891,,,,Fischer-Hallman / Highland,0,
43.407489,,-80.501542,3896,,,,Fischer-Hallman / Westmount,0,
43.451984,,-80.517195,3897,,,,Belmont / Glasgow,0,
43.413723,,-80.50847,3894,,,,Fischer-Hallman / Activa,0,
43.360322,,-80.313494,1468,,,,Ainslie / Dickson,0,
43.445058,,-80.529756,3270_merged_99830062,,,,Westwood / Westwood Cres.,0,
43.469382,,-80.539409,1124_merged_99830213,,,,U.W. -  Engineering,0,
43.414343,,-80.540654,3370_merged_99830156,,,,Driftwood / Driftwood Place,0,
43.472385,,-80.57944,4079,,,,Laurelwood / Beaver Creek,0,
43.473798,,-80.571918,4078,,,,Fischer-Hallman / Laurelwood,0,
43.474953,,-80.546736,4075,,,,U.W. / Columbia,0,
43.475116,,-80.546437,4074,,,,U.W. / Columbia,0,
43.472392,,-80.570769,4077,,,,Fischer-Hallman / Path To Laurel Gate,0,
43.470116,,-80.568257,4076,,,,Fischer-Hallman / Gatestone,0,
43.45159,,-80.55631,4071,,,,Erb / Beechwood,0,
43.448411,,-80.55822,4070,,,,Westvale / Heather Hill,0,
43.482448,,-80.526106,4073,,,,King / Columbia,0,
43.481692,,-80.527075,4072,,,,Columbia / King,0,
43.387212,,-80.423296,3966,,,,Doon South / Windrush,0,
43.409213,,-80.322118,3967,,,,Pinebush / Conestoga,0,
43.382675,,-80.427092,3964,,,,Doon South / Forest Edge,0,
43.384722,,-80.425789,3965,,,,Doon South / Winding Wood,0,
43.387074,,-80.435261,3962,,,,Doon Mills / Apple Ridge,0,
43.386075,,-80.431838,3963,,,,Doon Mills / Pine Valley,0,
43.390701,,-80.43866,3961,,,,Doon Village / Anvil,0,
43.410398,,-80.315485,3968,,,,Pinebush / Struck,0,
43.411051,,-80.311698,3969,,,,Pinebush / Wayne,0,
43.426977,,-80.527685,3637,,,,Elm Ridge / Queens,0,
43.478965,,-80.549031,3630,,,,R & T Park,0,
43.464122,,-80.54139,3631,,,,University / Westmount,0,
43.427956,,-80.538055,3203_merged_99830021,,,,Bankside / Bankside Pk.,0,
43.449098,,-80.426577,3507,,,,Oldfield / Brierdale,0,
43.465728,,-80.446372,2345,,,,Natchez / Matthew,0,
43.464507,,-80.445308,2344,,,,Natchez / Halifax,0,
43.468479,,-80.451119,2347,,,,Victoria / Natchez,0,
43.467952,,-80.448318,2346,,,,Natchez / Rothsay,0,
43.464627,,-80.438607,2341,,,,Keewatin / Georgian,0,
43.468356,,-80.438807,2340,,,,Path To Georgian,0,
43.464415,,-80.443121,2343,,,,Heritage / Halifax,0,
43.463553,,-80.441769,2342,,,,Keewatin / Heritage,0,
43.464724,,-80.458793,2349,,,,Frederick / Avon,0,
43.46736,,-80.454492,2348,,,,Victoria / Forfar,0,
43.39349,,-80.277743,1350,,,,Saginaw / Granite Hill,0,
43.47273,,-80.541226,1123_merged_99830212,,,,U.W. -  Davis Centre,0,
43.5003,,-80.537901,1226_merged_99830220,,,,Colby / Colby,0,
43.390945,,-80.427854,1827_merged_99830236,,,,Old Carriage / Homer Watson,0,
43.505278,,-80.529524,2067,,,,Frobisher / Davenport,0,
43.474215,,-80.545641,3700_merged_99830309,,,,U.W. -  B.C. Matthews Hall,0,
43.413464,,-80.442316,1762_merged_99830191,,,,Wilson / Kuntz Electroplating,0,
43.400305,,-80.31855,1340_merged_99830143,,,,500 Conestoga Blvd.,0,
43.449708,,-80.4887,1889,,,,King / Queen,0,
43.449135,,-80.48737,1888,,,,King / Frederick,0,
43.447344,,-80.483579,1887,,,,King / Cedar,0,
43.446079,,-80.480636,1886,,,,King / Cameron,0,
43.445188,,-80.478765,1885,,,,King / Pandora,0,
43.444179,,-80.476735,1884,,,,King / Stirling,0,
43.442777,,-80.473497,1883,,,,King / Borden,0,
43.442123,,-80.472069,1882,,,,King / Ottawa,0,
43.441157,,-80.469717,1881,,,,King / Sydney,0,
43.360867,,-80.300998,2121,,,,Chalmers / Mcnaughton,0,
43.362294,,-80.301599,2120,,,,Chalmers / Dundas,0,
43.359968,,-80.305649,2123,,,,Mcnaughton / Oak,0,
43.360276,,-80.302918,2122,,,,Mcnaughton / Lincoln,0,
43.358881,,-80.310486,2125,,,,Main / Harris,0,
43.360646,,-80.307579,2124,,,,Mcnaughton / Shade,0,
43.350925,,-80.317178,2127,,,,Crombie / Grand,0,
43.352114,,-80.317165,2126,,,,Grand / Victoria,0,
43.346889,,-80.319777,2129,,,,First / Caen,0,
43.348247,,-80.318096,2128,,,,Middleton / Francis,0,
43.389999,,-80.474559,3734_merged_99830077,,,,Parkvale / Huron Natural Pk.,0,
43.44002,,-80.551149,3264_merged_99830093,,,,University / Countrystone Pl.,0,
43.462868,,-80.493781,2659,,,,Margaret / Guelph,0,
43.460746,,-80.492575,2658,,,,Margaret / Wilhelm,0,
43.449288,,-80.4814,2653,,,,Weber / Cedar,0,
43.44866,,-80.480008,2652,,,,Weber / Madison,0,
43.447951,,-80.478433,2651,,,,Weber / Cameron,0,
43.447259,,-80.476881,2650,,,,Weber / Pandora,0,
43.458991,,-80.4906,2657,,,,Margaret / Wellington,0,
43.455584,,-80.487897,2655,,,,Margaret / Maynard,0,
43.454683,,-80.485741,2654,,,,Margaret / Queen,0,
43.436253,,-80.302578,3416,,,,Renwick / Walker,0,
43.431808,,-80.300195,3414,,,,Hammet / Black,0,
43.432758,,-80.300925,3415,,,,Renwick / Gerrard,0,
43.427168,,-80.288079,3412,,,,Adler / Tyndale,0,
43.425435,,-80.293103,3413,,,,Adler / Cooper,0,
43.41885,,-80.294205,3410,,,,Jamieson / Alona,0,
43.420688,,-80.289909,3411,,,,Jamieson / Cooper,0,
43.475293,,-80.487594,2015,,,,Bridgeport / Mackie,0,
43.474933,,-80.489539,2014,,,,Bridgeport / Leander,0,
43.476202,,-80.485448,2016,,,,Bridgeport / Lancaster,0,
43.470027,,-80.50632,2011,,,,Erb / Ellis,0,
43.468649,,-80.510436,2010,,,,Erb / Weber,0,
43.471671,,-80.499173,2013,,,,Erb / Terrystone,0,
43.470758,,-80.502444,2012,,,,Erb / Cardinal,0,
43.427884,,-80.53792,3137_merged_99830289,,,,Bankside / Bankside Pk,0,
43.402747,,-80.480043,1801_merged_99830207,,,,221 Mcintyre Dr,0,
43.433193,,-80.521904,3567,,,,Highland / Eagen,0,
43.443287,,-80.511233,3564,,,,Victoria / Belmont,0,
43.446088,,-80.505019,3565,,,,Victoria / West,0,
43.411219,,-80.471856,3034,,,,Century Hill / Devonglen,0,
43.439812,,-80.420634,3568,,,,Fairway / Sims Estate,0,
43.452304,,-80.424841,3569,,,,Lackner / Bryan,0,
43.449538,,-80.492978,2553_merged_99830247,,place_CST,,Charles Street Terminal,0,
43.424036,,-80.496675,2903,,,,Elmsdale / Chandler,0,
43.422179,,-80.49417,2902,,,,Elmsdale / Ottawa,0,
43.420969,,-80.497577,2901,,,,Ottawa / Howland,0,
43.420592,,-80.49994,2900,,,,Path To Chandler,0,
43.425167,,-80.483743,2907,,,,Ottawa / Alpine,0,
43.422929,,-80.486739,2906,,,,Ottawa / Strasburg,0,
43.425196,,-80.490253,2905,,,,G.R.T. Strasburg Garage,0,
43.411592,,-80.474669,3035,,,,Old Country / Century Hill,0,
43.429289,,-80.481336,2908,,,,Ottawa / Imperial,0,
43.473515,,-80.541776,3699_merged_99830340,,,,U.W. -  Davis Centre,0,
43.453118,,-80.584285,4020_merged_99830177,,,,Columbia / St. Moritz,0,
43.424596,,-80.316622,1256,,,,Winston / Edward,0,
43.427334,,-80.424744,1658,,,,Morgan / Greendale,0,
43.428222,,-80.427601,1659,,,,Morgan / Southill,0,
43.431163,,-80.416269,1652,,,,Morrison / Quinte,0,
43.42339,,-80.469353,place_SMH,,,,St Mary's High School,1,
43.432091,,-80.414604,1650,,,,Morrison / Grand River,0,
43.433599,,-80.415417,1651,,,,Quinte / Morrison,0,
43.42691,,-80.419151,1656,,,,Grand River / River,0,
43.427675,,-80.420972,1657,,,,Morgan / River,0,
43.427746,,-80.415449,1655,,,,Grand River / Underhill,0,
43.390986,,-80.375501,1630,,,,Preston / Fountain,0,
43.392149,,-80.377391,1631,,,,Preston / Woods,0,
43.449401,,-80.515485,2693_merged_99830024,,,,551 Belmont Ave.,0,
43.394663,,-80.377661,1632,,,,Preston / Hillview,0,
43.461211,,-80.545256,3153,,,,Keats Way / Mcdougall,0,
43.458954,,-80.548388,3151,,,,Keats Way / Amos,0,
43.457257,,-80.551812,3150,,,,Keats Way / Midwood,0,
43.461526,,-80.54513,3156,,,,Keats Way / Mcdougall,0,
43.458648,,-80.490553,2839,,,,Margaret / Wellington,0,
43.460711,,-80.492798,2838,,,,Margaret / Wilhelm,0,
43.465886,,-80.506576,2837,,,,Weber / Rodney,0,
43.467673,,-80.509578,2836,,,,Weber / Allen,0,
43.457321,,-80.552022,3159,,,,Keats Way / Midwood,0,
43.459117,,-80.548473,3158,,,,Keats Way / Amos,0,
43.475036,,-80.517444,2833,,,,Weber / Marshall,0,
43.479211,,-80.516867,2832,,,,Conestoga College,0,
43.439508,,-80.507767,3391,,,,Highland / Belmont,0,
43.437944,,-80.510436,3390,,,,Highland / Lawrence,0,
43.499769,,-80.52572,3393,,,,Davenport / Old Abbey,0,
43.466688,,-80.586086,3392,,,,Erbsville / White Elm,0,
43.398429,,-80.342639,1432,,,,Langs / Fairview Mennonite,0,
43.394948,,-80.274787,3394,,,,Saginaw / Haddaway,0,
43.399634,,-80.336093,1430,,,,Langs / Trico,0,
43.398847,,-80.340263,1431,,,,Langs / Walter,0,
43.398267,,-80.292912,3399,,,,Burnett / Can-Amera,0,
43.405435,,-80.287098,3398,,,,Can-Amera / Baintree,0,
43.450035,,-80.572765,1981,,,,Erbsville / Chablis,0,
43.396433,,-80.365492,1438,,,,Eagle / Hamilton,0,
43.394499,,-80.367488,1439,,,,Eagle / Sherring,0,
43.409679,,-80.397331,1639,,,,Sportsworld Crossing / King,0,
43.449003,,-80.492216,2555_merged_99830084,,place_CST,,Charles St. Terminal,0,
43.389541,,-80.285482,1348,,,,Saginaw / Burnett,0,
43.390162,,-80.282536,1349,,,,Saginaw / Light,0,
43.413537,,-80.486757,2887_merged_99830224,,,,Block Line / Mclennan Pk,0,
43.396662,,-80.317689,1341,,,,Conestoga / Bishop,0,
43.391285,,-80.314539,1342,,,,Dunbar / Conestoga,0,
43.393565,,-80.304327,1343,,,,Can-Amera / Franklin,0,
43.390815,,-80.299284,1344,,,,Saginaw / Green Vista,0,
43.38958,,-80.296199,1345,,,,Saginaw / Cowan,0,
43.390136,,-80.292859,1346,,,,Saginaw / Stonecairn,0,
43.389995,,-80.288946,1347,,,,Saginaw / Chamberlin,0,
43.425608,,-80.373873,3649_merged_99830078,,,,Vondrau / Maple Grove,0,
43.391108,,-80.319456,3797_merged_99830159,,place_CBC,,Cambridge Ctr. Terminal,0,
43.402747,,-80.480043,1801_merged_99830042,,,,221 Mcintyre Dr.,0,
43.364746,,-80.291895,1503,,,,Franklin / Hilltop,0,
43.370219,,-80.284277,1500,,,,Dobbie / Orion,0,
43.3678,,-80.283355,1501,,,,Dobbie / Savage,0,
43.424356,,-80.510348,3089,,,,Stonybrook / Village,0,
43.356592,,-80.296802,1507,,,,Main / Elgin,0,
43.361668,,-80.290622,1504,,,,Franklin / Mclaren,0,
43.357898,,-80.289679,1505,,,,South Cambridge Shopping Ctr,0,
43.428723,,-80.501949,3085,,,,Greenbrook / Forest Hill,0,
43.429015,,-80.498709,3084,,,,Greenbrook / Lakeside,0,
43.425325,,-80.505238,3087,,,,Stonybrook / Westmount,0,
43.427771,,-80.506552,3086,,,,Westmount / Village,0,
43.426352,,-80.495198,3081,,,,Stirling / Avalon,0,
43.426843,,-80.492068,3080,,,,Southmoor / Avalon,0,
43.429405,,-80.497297,3083,,,,Greenbrook / Stirling,0,
